region,n_obs,n_heatwave_days,hw_coef,hw_se,hw_rr,interaction_sum,interaction_se,p50,p99
4102,5064,445,0.02014899179077012,1213885.4458954397,1.020353352975412,0.4432778193969097,182292.82705091598,19.119121551513672,24.732229919433593
4103,5093,445,-0.004833732952052442,3503092.4410401853,0.9951779307344573,-0.10634212494515359,5398621.786659661,22.12205696105957,28.574095058441163
4104,5093,436,-0.002960953968236693,22944109.008282002,0.9970434253325953,-0.06514098730117124,,23.350747108459473,29.325715103149413
4105,5093,446,0.019371919327539653,1210810.935327019,1.0195607724681761,0.42618222520582394,1509263.5543668226,22.252872467041016,28.237936420440676
4106,5093,444,-0.022941038707981455,,0.9773201061306892,-0.5047028515754906,,19.32251739501953,25.184508876800535
4201,5091,464,1.6081392594052106,567975.7938971989,4.993510949280219,35.379063711276885,,20.790119171142578,26.1442892074585
4202,5093,468,0.294461773282156,1944515.7247936944,1.3424036467034872,6.478159017346371,3465360.9575483683,19.554962158203125,25.25392427444458
4203,5029,433,0.03343475101165563,2306857.326375459,1.0339999740728827,0.7355645222566234,,16.658676147460938,23.355137329101563
4204,5093,441,0.0014961076182616608,,1.0014972273456055,0.032914367601626804,,19.89844036102295,26.4928279876709
4205,4681,392,-0.05509549467385883,,0.9463947679784396,-1.2121008828248585,,17.523144721984863,23.80003946304321
4206,5093,456,-0.5197960949471931,,0.5946417860740338,-11.435514088858675,,19.92749309539795,25.96427150726318
4207,5093,456,-1.0913920086376603,357315.8511093383,0.335748803033618,-24.010624190969573,,20.95145606994629,26.56589660644531
4301,5093,444,2.356736654023123,,10.556445846108044,51.848206384978546,,19.626164436340332,25.674692554473875
4302,5093,455,-2.7008357120477737,11456791.06746044,0.06714937174519658,-59.41838566419548,17203759.47403923,18.230714797973633,26.327833232879637
4303,5093,444,-0.28736834984022175,481256.4584671918,0.7502353288707332,-6.322103696448261,601293.42149257,20.036444664001465,29.117246532440184
4304,5090,448,-1.6641744797347937,,0.18934690318705222,-36.61183855406608,634537.5007625008,16.775175094604492,25.15986385345459
4305,5093,425,0.054668651800788635,1156076.8444777739,1.05619058983868,1.202710339618415,,22.202810287475586,30.222090568542477
4306,5093,437,-0.09670523200345074,343036.9001130038,0.9078235640307722,-2.127515104074111,,19.62934684753418,26.98162851333618
4307,5093,446,0.07456243373058885,,1.0774126083109576,1.6403735420744012,275814.0209009947,17.532922744750977,24.727944240570064
4308,5093,445,-0.2538871557397939,,0.7757793393529743,-5.58551742639545,,19.565202713012695,27.904475898742675
5001,5093,447,-0.03422174303232297,2215676.1987942653,0.9663571979025021,-0.7528783467114568,2965753.4025675636,25.252890586853027,30.45099962234497
5002,5091,453,0.021795282842398733,4391513.530156721,1.0220345350477102,0.47949622253301705,1492957.1978498949,24.206125259399414,30.436539325714115
5003,4971,413,-0.09621550266284086,858610.5438785055,0.9082682607478023,-2.116741058585696,1036008.3229772734,21.42284393310547,28.07530012130738
5101,5093,470,-0.015255475802175464,650372.7356522315,0.9848602994854091,-0.3356204676477797,666328.3282270912,25.900172233581543,30.52848598480224
5102,4804,418,-0.056031130952564734,1016199.3489393167,0.9455097008145821,-1.2326848809574833,,22.25230598449707,26.739946441650392
5103,5066,467,-0.09303649911449477,,0.9111602431471783,-2.046802980520075,1039400.5888582543,25.795629501342773,29.44700839996338
5104,4609,424,0.04541769314189814,,1.0464648698337058,0.9991892491240988,,26.072108268737793,30.377208366394044
5105,4991,454,-0.05715210908719904,4689725.823062677,0.9444503989519232,-1.257346399918384,2593822.2292928523,24.936433792114258,29.920933208465577
5201,5093,478,0.018905017983053166,228740.24726381022,1.0190848492859579,0.41591039562543153,428644.7590419037,24.700220108032227,29.756934394836424
5202,5050,451,-0.0030207900269741345,,0.9969837679684819,-0.06645738059343764,,24.43665313720703,30.17987823486328
5203,5081,453,0.04073233787479002,,1.0415732785141374,0.8961114332455922,476834.4438725106,24.116337776184082,29.442156410217287
5204,4966,436,0.1084103634262109,986966.6337274803,1.1145050036508442,2.3850279953744105,2459132.4493509606,25.181377410888672,30.595183753967287
5205,5075,469,0.12649851801336034,253417.51075118553,1.134847769345593,2.7829673962976127,,25.907544136047363,30.53398389816284
5206,5085,476,-0.13738922921615637,,0.871630895887387,-3.0225630427435544,,23.76050090789795,28.715086078643797
5301,5093,466,0.24422339554039807,,1.2766294919716141,5.372914701888873,457875.7607175962,22.297988891601562,27.43902166366577
