region_code,first_treatment_date,total_households_electrified,n_treated_municipalities,first_treatment_year,log_households,treatment_cohort
270001.0,2004-12-01,9759,13,2004,9.186047679407139,2004
270002.0,2005-03-01,13328,13,2005,9.497697391604019,2005
270003.0,2004-12-01,3949,7,2004,8.281470857895167,2004
270004.0,2004-11-01,4175,6,2004,8.337109129562474,2004
270005.0,2004-11-01,6298,6,2004,8.74814616962193,2004
270006.0,2005-02-01,5994,7,2005,8.698681067461614,2005
270007.0,2004-12-01,16435,17,2004,9.707229330003301,2004
270008.0,2004-12-01,10685,9,2004,9.276689752517717,2004
270009.0,2005-01-01,8838,7,2005,9.086929027060949,2005
270010.0,2004-11-01,14389,9,2004,9.574288799881414,2004
270011.0,2004-12-01,7434,8,2004,8.913953858894255,2004
280001.0,2004-08-01,7714,19,2004,8.950921764797261,2004
280002.0,2004-07-01,8090,10,2004,8.99850761180784,2004
280003.0,2004-08-01,4231,15,2004,8.350429973538136,2004
280004.0,2004-08-01,7454,14,2004,8.916640227198839,2004
280005.0,2004-07-01,9706,6,2004,9.180602553712227,2004
280006.0,2004-08-01,15558,8,2004,9.652394528314963,2004
290001.0,2004-12-01,11301,14,2004,9.33273498018979,2004
290002.0,2004-09-01,25043,16,2004,10.128389556865201,2004
290003.0,2005-01-01,11704,14,2005,9.367771379925012,2005
290004.0,2005-04-01,10016,11,2005,9.212038928611765,2005
290005.0,2005-01-01,20110,8,2005,9.909022208034603,2005
290006.0,2005-02-01,6513,7,2005,8.781708985836179,2005
290007.0,2005-02-01,16403,22,2005,9.705280486511949,2005
290008.0,2005-04-01,15309,13,2005,9.63626148865173,2005
290009.0,2005-01-01,16212,8,2005,9.69356866855007,2005
290010.0,2005-06-01,6809,8,2005,8.826147399143558,2005
290011.0,2004-07-01,56389,30,2004,10.940047116801228,2004
290012.0,2004-11-01,16320,16,2004,9.700207901150696,2004
290013.0,2004-09-01,17167,12,2004,9.75080246487048,2004
290014.0,2004-12-01,13297,13,2004,9.495368926962401,2004
290015.0,2005-06-01,1910,6,2005,7.555381944240273,2005
290016.0,2004-10-01,38213,23,2004,10.55095721959942,2004
290017.0,2004-10-01,21756,7,2004,9.987690823818202,2004
290018.0,2004-10-01,28211,17,2004,10.24750269832807,2004
290019.0,2005-02-01,12601,7,2005,9.441610810502,2005
290020.0,2004-10-01,22873,19,2004,10.037756173341162,2004
290021.0,2004-11-01,19340,9,2004,9.86998247397873,2004
290022.0,2004-11-01,41709,9,2004,10.638496187190992,2004
290023.0,2004-09-01,23905,9,2004,10.081884752437926,2004
290024.0,2004-12-01,10678,7,2004,9.276034475171546,2004
290025.0,2004-12-01,18496,7,2004,9.82536383575455,2004
290026.0,2004-10-01,26400,5,2004,10.181157167204903,2004
290027.0,2004-11-01,10847,6,2004,9.291736010180177,2004
290028.0,2004-08-01,10428,5,2004,9.252345666121213,2004
290029.0,2004-07-01,51874,33,2004,10.856592257533,2004
290030.0,2004-10-01,24385,16,2004,10.10176447612021,2004
290031.0,2004-10-01,18363,12,2004,9.818147505369113,2004
290032.0,2005-02-01,15616,7,2005,9.656115343487846,2005
290033.0,2004-09-01,16053,5,2004,9.683713318691522,2004
290034.0,2004-07-01,18126,10,2004,9.805157818462918,2004
310001.0,2004-05-01,6009,29,2004,8.701180027529253,2004
