region,n_days,temp_range,temp_mean,temp_sd,temp_p1,temp_p99,deaths_total,deaths_mean,deaths_zero_pct,converged,vcov_finite,vcov_positive,rr_p99,rr_p99_se,rr_p1,rr_p1_se,se_category,status
2908,5471,9.86566162109375,26.2341920092302,1.74471763474023,22.6384122848511,29.8345207214356,45625,8.33942606470481,0,TRUE,TRUE,TRUE,1.86993335606925,0.443764348488939,1.11496670004724,0.15893487431797,valid,success
2909,5478,10.6157741546631,25.5773927915614,1.95677297830261,21.5771970367432,29.2056671333313,48242,8.80649872216137,0,TRUE,TRUE,TRUE,1.37154379745041,0.124232955072479,1.07664514738083,0.094190922349384,valid,success
2910,5479,11.462760925293,24.0961733994029,1.9593889716416,20.0640098190308,27.882657699585,141921,25.9027194743566,0,TRUE,TRUE,TRUE,1.3206994860385,0.19296646060122,1.10458515618422,0.107861733828497,valid,success
3101,5479,17.8552284240723,22.1728335700999,2.49305516491888,16.5001521682739,27.4965348815918,381779,69.6804161343311,0,TRUE,TRUE,TRUE,1.28204358252185,0.0395833767919569,1.1483456806899,0.0311552054401543,valid,success
3102,5479,16.7408924102783,24.3413079775779,2.21427649755901,19.5538534545898,29.5067012023926,98417,17.9625844132141,0,TRUE,TRUE,TRUE,1.77205551882475,0.106166305377107,1.25442904540866,0.0709750791604368,valid,success
3103,5479,14.4300289154053,22.9088113626047,2.41768572682048,17.6033435440064,27.6397347259522,84239,15.3748859280891,0,TRUE,TRUE,TRUE,1.13140196499355,0.0712286959305545,1.35743039027847,0.0964645224132717,valid,success
3104,5476,14.6415500640869,23.296107635087,2.51251364405579,17.7795572280884,28.1699328422546,59917,10.9417457998539,0,TRUE,TRUE,TRUE,1.17618999864598,0.0842679562203936,1.29130093397475,0.105073390940917,valid,success
3105,5479,15.4294080734253,22.723535817434,2.58443821830647,17.1385227966309,27.6969844818115,69409,12.6681876254791,0,TRUE,TRUE,TRUE,1.23733625269042,0.0839077771920556,1.1547908547893,0.0790983189130132,valid,success
3106,5479,16.062479019165,21.3326728757791,2.70626000774006,15.2329109764099,26.1810950469971,197923,36.1239277240372,0,TRUE,TRUE,TRUE,1.26631322312931,0.0488559359334184,1.29068873363132,0.051714378225223,valid,success
3107,5478,16.4638843536377,19.7793217871737,2.71220084294153,13.4348779773712,24.6735922241211,60403,11.0264695144213,0,TRUE,TRUE,TRUE,1.10724763597205,0.0702592170147259,1.36398004704163,0.0984852905897729,valid,success
3108,5479,18.5680446624756,21.1639024101267,2.69246024363067,14.5564405441284,26.4746474075317,131858,24.0660704508122,0,TRUE,TRUE,TRUE,1.40379949201398,0.0561092359765355,1.51565413972846,0.081738440774638,valid,success
